director_name,actor_2_name,gross,actor_1_name,actor_3_name,facenumber_in_poster,budget,imdb_score
Richard Fleischer,Olivia d'Abo,26400000,Mako,Grace Jones,1,18000000,5.8
Martin Scorsese,Cathy Moriarty,45250,Robert De Niro,Frank Vincent,1,18000000,8.3
Brandon Camp,Sasha Alexander,22927390,Judy Greer,Frances Conroy,0,18000000,5.6
Barry Levinson,Roger Ashton-Griffiths,4250320,Nicholas Rowe,Freddie Jones,1,18000000,6.8
Kevin Tancharoen,Kay Panabaker,22452209,Kelsey Grammer,Megan Mullally,0,18000000,5
Danny Boyle,Treat Williams,18329466,James Franco,Kate Burton,0,18000000,7.6
Woody Allen,Jon Lovitz,17071230,Woody Allen,Michael Rapaport,0,18000000,6.7
Nicholas Hytner,Susan May Pratt,17174870,Amanda Schull,Ethan Stiefel,2,18000000,6.7
Jessie Nelson,Alex Borstein,26284475,Olivia Wilde,Timothée Chalamet,13,17000000,5.7
Bart Freundlich,Corbin Bleu,16702864,Kristen Stewart,Kevin G. Schmidt,0,18000000,5.2
Irwin Winkler,Hayden Christensen,15561627,Ian Somerhalder,Kristin Scott Thomas,0,18000000,7.5
Danny Boyle,Michael Fassbender,17750583,Kate Winslet,Michael Stuhlbarg,0,30000000,7.2
Chris Columbus,Marie Avgeropoulos,14793904,Alan Ruck,Shawn Roberts,1,18000000,5.3
Miguel Arteta,Ari Graynor,15281286,Steve Buscemi,Fred Willard,2,18000000,6.5
William A. Fraker,Richard Farnsworth,8000000,Jason Robards,Michael Horse,0,18000000,5
John Boorman,Jamie Lee Curtis,13491653,Daniel Radcliffe,Mark Margolis,0,18000000,6.1
Brian De Palma,Dennis Franz,,Nancy Allen,John McMartin,0,18000000,7.4
Courtney Solomon,Paul Freeman,10494494,Rebecca Budig,Bruce Payne,1,18000000,4.4
Ang Lee,Kate Burton,7837632,Joan Allen,Henry Czerny,0,18000000,7.5
Rob Reiner,Annie Parisse,15155772,Yaya DaCosta,Frankie Valli,2,18000000,5.7
Jeff Kanew,Shelley Long,8508843,Craig T. Nelson,Kellie Martin,1,18000000,5.5
István Szabó,Shaun Evans,7739049,Miriam Margolyes,Juliet Stevenson,2,18000000,7.1
Adrian Lyne,Karen Young,6734844,David Margulies,Kim Chan,0,17000000,5.9
Matthew Robbins,Ralph Richardson,6000000,Ian McDiarmid,Albert Salmi,0,18000000,6.7
Michael Hoffman,Kerry Condon,6615578,David Masterson,Anne-Marie Duff,2,13000000,7
Tim Burton,Bill Murray,5887457,Johnny Depp,Martin Landau,1,18000000,7.9
Jason Reitman,Kate Winslet,13362308,J.K. Simmons,Brooke Smith,1,18000000,6.9
Sergey Bodrov,Khulan Chuluun,5701643,Tadanobu Asano,Honglei Sun,0,20000000,7.3
Guy Ritchie,Gerard Butler,5694401,Tom Hardy,Tom Wilkinson,4,18000000,7.3
Hal Needham,Michael Beck,5333658,Barry Bostwick,Henry Silva,2,20000000,3.5
Kenneth Branagh,Brian Blessed,4414535,Julie Christie,Richard Briers,0,18000000,7.8
Bruce Beresford,Suzie Steen,4806750,Bruce Greenwood,Aden Young,0,,7.4
Jeff Nichols,Sam Shepard,3707794,Kirsten Dunst,Paul Sparks,0,18000000,6.7
Woody Allen,Stockard Channing,3203044,Woody Allen,Fisher Stevens,2,18000000,6.4
Jonathan Teplitzky,Colin Firth,4435083,Jeremy Irvine,Sam Reid,2,18000000,7.1
,Dylan Walsh,,Poppy Montgomery,Dallas Roberts,1,,6.7
Michael Haneke,Burghart Klaußner,2222647,Ulrich Tukur,Leonie Benesch,0,12000000,7.8
Zack Ward,Anna Harr,,Zack Ward,James Cullen Bressack,0,,4
Mike Marvin,Randy Quaid,3500000,Clint Howard,Nick Cassavetes,2,2700000,5.9
D.J. Caruso,Meat Loaf,676698,Adam Goldberg,Anthony LaPaglia,0,18000000,7.2
Nimród Antal,Mackenzie Gray,3419967,James Hetfield,Lars Ulrich,0,,7.2
Gregor Jordan,Brad Renfro,,Austin Nichols,Lou Taylor Pucci,1,18000000,5.1
,Nora von Waldstätten,145118,Edgar Ramírez,Katharina Schüttler,0,,7.7
Tran Anh Hung,Simón Andreu,,Takuya Kimura,Shawn Yue,0,18000000,5.5
Lance Hool,Joaquim de Almeida,229311,Tom Berenger,Mark Moses,2,11350000,6.2
George A. Romero,John Amplas,,Greg Nicotero,Joseph Pilato,1,3500000,7.2
Chuck Russell,Rebecca De Mornay,,Sam Trammell,Amanda Schull,1,18000000,5.2
Christian Volckman,Catherine McCormack,63260,Romola Garai,Kevork Malikyan,0,14000000,6.7
Jon Cassar,Landon Liboiron,,Demi Moore,Michael Wincott,1,11000000,6.3
Richard Fleischer,Brigitte Nielsen,,Ernie Reyes Jr.,Sandahl Bergman,1,17900000,5
Rodrigo Cortés,Toby Jones,,Robert De Niro,Craig Roberts,2,14000000,6.2
Greg Mottola,Joe Lo Truglio,121463226,Emma Stone,Kevin Corrigan,2,20000000,7.6
Tyler Perry,Keshia Knight Pulliam,90485233,Vanessa Ferlito,Derek Luke,0,,4.1
David Hayter,Jennifer Hale,,Jason Momoa,Stephen McHattie,2,18000000,5.3
Jon M. Chu,Mari Koda,58006147,Cassie Ventura,Luis Rosado,2,23000000,6.2
Cory Edwards,Chazz Palminteri,51053787,Anne Hathaway,Jim Belushi,1,17500000,6.5
Terry George,Sophie Okonedo,23472900,Don Cheadle,Hakeem Kae-Kazim,1,17500000,8.1
Xavier Gens,Dougray Scott,39687528,Henry Ian Cusick,Ulrich Thomsen,1,24000000,6.3
Kasi Lemmons,Mary J. Blige,7017178,Jennifer Hudson,Vondie Curtis-Hall,5,17500000,4.4
Brian A Miller,50 Cent,,Bruce Willis,Jessica Lowndes,4,18000000,4.6
Matt Dillon,Shawn Andrews,325491,Kirk Fox,Rob Campbell,0,17500000,6
Alejandro Amenábar,Elaine Cassidy,96471845,Fionnula Flanagan,Eric Sykes,0,17000000,7.6
James Cameron,Carrie Henn,85200000,Michael Biehn,Jenette Goldstein,1,18500000,8.4
George Cukor,Rex Harrison,72000000,Jeremy Brett,Theodore Bikel,1,17000000,7.9
Jim Gillespie,Sarah Michelle Gellar,72219395,Muse Watson,Anne Heche,1,17000000,5.6
Luke Greenfield,Damon Wayans Jr.,82389560,Rob Riggle,James D'Arcy,1,17000000,6.5
Alexander Payne,Patrick Gallagher,71502303,Virginia Madsen,M.C. Gainey,0,12000000,7.5
Jay Chandrasekhar,Owain Yeoman,19179969,Chris Moss,Jay Chandrasekhar,2,17500000,6.3
John Carpenter,Donald Pleasence,47000000,Jamie Lee Curtis,P.J. Soles,0,300000,7.9
Yimou Zhang,Tony Chiu Wai Leung,84961,Jet Li,Maggie Cheung,4,31000000,7.9
John Hoffman,Molly Shannon,37566230,Liam Aiken,Kevin Nealon,1,17000000,5.1
Malcolm D. Lee,Sanaa Lathan,70492685,Harold Perrineau,Eddie Cibrian,5,17000000,6.7
Joe Carnahan,Common,35635046,Ryan Reynolds,Alex Rocco,0,17000000,6.7
Kevin Greutert,Gina Holden,45670855,Costas Mandylor,Betsy Russell,0,20000000,5.6
Michael Lehmann,Vinessa Shaw,37939782,Emmanuelle Vaugier,Paulo Costanzo,0,17000000,5.6
Joseph Kosinski,Olivia Wilde,172051787,Jeff Bridges,James Frain,0,170000000,6.8
John Fortenberry,Chris Kattan,30324946,Will Ferrell,Dan Hedaya,2,17000000,6.2
Daniel Barnz,Mary-Kate Olsen,27854896,Alex Pettyfer,Erik Knudsen,1,17000000,5.6
Alexandre Aja,Greg Nicotero,41777564,Dan Byrd,Vinessa Shaw,0,15000000,6.4
Sam Weisman,Jenna Boyd,22734486,Kevin Grevioux,Mary McCormack,1,17000000,5.6
Niki Caro,Valente Rodriguez,44469602,Morgan Saylor,Diana Maria Riva,0,17000000,7.4
Erik White,Loretta Devine,24708699,Brandon T. Jackson,Shad Moss,7,,4.9
Chris Robinson,Adam Boyer,21160089,T.I.,Malika,0,,6
Jason Moore,Hana Mae Lee,64998368,Anna Kendrick,Ben Platt,4,17000000,7.2
Michael Tollin,Brian Dennehy,19693891,Marc Blucas,Bruce Davison,2,34000000,4.9
Sam Raimi,Bridget Fonda,16311763,Gary Cole,Chelcie Ross,1,17000000,7.5
Robert Harmon,Ethan Embry,12693621,Alexander Gould,Marc Blucas,0,17000000,4.8
Trent Cooper,Larry the Cable Guy,15655665,Thomas F. Wilson,Megyn Price,2,4000000,3.1
Gary Halvorson,Kevin Clash,11634458,Vanessa Williams,Caroll Spinney,0,17000000,5.8
Antoine Fuqua,Lili Taylor,27154426,Don Cheadle,Armando Riesco,1,17000000,6.7
Nicholas Ray,David Niven,,Ava Gardner,John Ireland,3,9000000,6.8
Fede Alvarez,Elizabeth Blackmore,54239856,Lou Taylor Pucci,Ellen Sandweiss,0,17000000,6.5
Donald Petrie,Harland Williams,8662318,Nia Vardalos,Rachel Dratch,1,17000000,5.9
Paul Weitz,Dennis Quaid,7156725,Judy Greer,Chris Klein,6,19000000,5.5
Sidney J. Furie,Margot Kidder,15681020,Jim Broadbent,William Hootkins,6,17000000,3.6
Ian Iqbal Rashid,Clé Bennett,7070459,DeRay Davis,Conrad Coates,0,,3.3
Wayne Kramer,Chazz Palminteri,6855137,Paul Walker,Ivana Milicevic,2,17000000,7.4
Rowdy Herrington,Jeremy Northam,2694071,Aidan Quinn,Paul Freeman,3,,6.7
Jim Goddard,Paul Freeman,2315683,Victor Wong,Clyde Kusatsu,0,17000000,3
Neil Burger,Eddie Marsan,39825798,Rufus Sewell,Jake Wood,3,16000000,7.6
Noel Marshall,Melanie Griffith,2000000,Tippi Hedren,Zakes Mokae,0,17000000,6.4
Joel Schumacher,David Murray,1569918,Brenda Fricker,Gerard McSorley,1,17000000,6.9
Andrea Di Stefano,Brady Corbet,106869,Josh Hutcherson,Carlos Bardem,1,17000000,6.6
Richard Kelly,Curtis Armstrong,273420,Janeane Garofalo,Chris Andrew Ciulla,6,17000000,5.5
Guillaume Ivernel,Jess Harnell,,Rob Paulsen,Mary Mouser,0,11000000,6.6
Jack Smight,Jan-Michael Vincent,,George Peppard,Paul Winfield,0,17000000,5.2
Todd Lincoln,Rick Gomez,4930798,Julianna Guill,Tim Williams,1,17000000,4.1
Howard Zieff,Jamie Lee Curtis,59847242,Macaulay Culkin,Griffin Dunne,1,16500000,6.8
Steven Shainberg,Ty Burrell,220914,Robert Downey Jr.,Matt Servitto,2,16800000,6.5
Neil Burger,Eddie Marsan,39825798,Rufus Sewell,Jake Wood,3,16000000,7.6
Oliver Stone,Tamara Tunie,43848100,Hal Holbrook,James Karen,2,15000000,7.4
Ang Lee,Kate Winslet,42700000,Alan Rickman,Tom Wilkinson,2,16500000,7.7
Julian Jarrold,Julie Walters,18663911,Anne Hathaway,Laurence Fox,1,16500000,7.1
Joe Nussbaum,Matt Long,11702090,Danny Strong,Samm Levine,2,16500000,6.3
Vadim Perelman,Kim Dickens,13005485,Frances Fisher,Ron Eldard,0,15000000,7.6
Peter Weir,Josh Charles,95860116,Robin Williams,Kurtwood Smith,0,16400000,8
Peter Farrelly,Mike Starr,127175354,Lauren Holly,Teri Garr,2,16000000,7.3
Rob Reiner,Gretchen Palmer,92823600,Bruno Kirby,Harley Jane Kozak,0,16000000,7.6
Sidney Lumet,James Mason,54000000,Charlotte Rampling,Jack Warden,0,16000000,7.8
Todd Phillips,Rachel Blanchard,68525609,Ethan Suplee,Paulo Costanzo,5,15600000,6.5
Brian Robbins,Ron Lester,52885587,Paul Walker,Mark Walters,0,16000000,6.4
Michel Hazanavicius,Ed Lauter,44667095,Bérénice Bejo,Beth Grant,0,15000000,8
David S. Goyer,Atticus Shaffer,42638165,Gary Oldman,Rachel Brosnahan,1,16000000,4.8
Wes Anderson,Bill Murray,45507053,Bruce Willis,Bob Balaban,2,16000000,7.8
Jonathan Liebesman,Jordana Brewster,39511038,Matt Bomer,Lew Temple,0,16000000,5.9
Cyrus Nowrasteh,Vincent Walsh,6462576,Clive Russell,Finn Ireland,0,18500000,5.4
Perry Andelin Blake,Kenan Thompson,40363530,Jennifer Esposito,James Brolin,2,16000000,3.3
Guillermo del Toro,Maribel Verdú,37623143,Ivana Baquero,Sergi López,0,13500000,8.2
,Jessika Van,,Joel Courtney,Riley Smith,0,,6.6
John Whitesell,Angus T. Jones,33357476,Leslie Bibb,Paul Sorvino,0,35000000,5.4
John Singleton,Snoop Dogg,28734552,Mo'Nique,Angell Conwell,2,16000000,6.4
Christian E. Christiansen,Danneel Ackles,37300107,Leighton Meester,Frances Fisher,1,16000000,4.8
Dennie Gordon,Erik Per Sullivan,27087695,Brittany Daniel,Fred Ward,0,17700000,5.9
Sheldon Lettich,Alonna Shaw,30102717,Bolo Yeung,Kamel Krifa,2,15000000,5.5
Edgar Wright,Joe Cornish,23618786,Bill Bailey,Billie Whitelaw,1,8000000,7.9
Diane English,Debi Mazar,26896744,Jada Pinkett Smith,Debra Messing,4,16500000,4.9
Woody Allen,Kevin Dunn,23213577,Scarlett Johansson,Christopher Evan Welch,0,15500000,7.2
Peter Flinth,Michael Nyqvist,,Gustaf Skarsgård,Vincent Perez,1,25000000,6.6
Jon Lucas,Jay Hernandez,55461307,Mila Kunis,Jada Pinkett Smith,9,20000000,6.7
Robert Iscove,Amanda Detmer,20627372,Alyson Hannigan,Tsianina Joelson,3,16000000,5.3
Peter Kosminsky,Cole Hauser,16346122,Patrick Fugit,Marc Donato,0,16000000,7.2
Karyn Kusama,Amy Sedaris,16204793,J.K. Simmons,Cynthia Stevenson,1,16000000,5.1
Nick Gomez,Jamie Lee Curtis,15427192,Will Ferrell,Tracey Walter,0,16000000,5.6
Woody Allen,Don Pardo,14792779,Mike Starr,Julie Kavner,0,16000000,7.6
Vic Armstrong,Lea Thompson,13998282,Nicolas Cage,Quinton Aaron,1,16000000,3.1
Allen Coulter,Lena Olin,19057024,Robert Pattinson,Ruby Jerins,0,16000000,7.2
Clare Kilner,Alexandra Holden,14108518,Dylan Baker,Trent Ford,1,16000000,5.7
Richard Benjamin,Alyson Hannigan,13854000,Jon Lovitz,Tony Jay,0,20000000,5.2
Jonathan Demme,Tom Hanks,77324422,Denzel Washington,Jason Robards,2,26000000,7.7
Josef Rusnak,Craig Bierko,15500000,Gretchen Mol,Brad William Henke,0,16000000,7
Lance Rivera,Vincent Pastore,11540112,Farrah Fawcett,Jenifer Lewis,1,,3.6
Ronald Neame,Karl Malden,,Martin Landau,Brian Keith,7,16000000,4.9
Bruce Paltrow,Marian Seldes,4734235,Lochlyn Munro,Huey Lewis,0,15000000,6
Woody Allen,Debra Messing,4839383,Woody Allen,Treat Williams,0,16000000,6.6
Adam Rifkin,Lin Shaye,4193025,Natasha Lyonne,Shannon Tweed,0,15000000,6.8
Russell Mulcahy,Jon Polito,5900000,Christopher Lambert,Celia Imrie,1,16000000,7.2
Susanne Bier,Omar Benson Miller,2849142,Alison Lohman,Robin Weigert,1,16000000,7.2
Kenneth Johnson,Annabeth Gish,1686429,Charles Napier,Hill Harper,1,16000000,2.8
James Gray,Dagmara Dominczyk,1984743,Jeremy Renner,Angela Sarafyan,3,16000000,6.6
James Ivory,Natasha Richardson,1666262,Vanessa Redgrave,Lynn Redgrave,0,16000000,6.7
Danny Boyle,Spencer Wilding,2319187,Rosario Dawson,Tuppence Middleton,0,20000000,7
Jessy Terrero,Snoop Dogg,13922211,Mo'Nique,Tom Arnold,9,16000000,4.4
Dany Boon,Kad Merad,,Dany Boon,Michel Galabru,2,11000000,7.1
Vicente Amorim,Jodie Whittaker,23091,Viggo Mortensen,Steven Mackintosh,1,15000000,6.2
Gaspar Noé,Emily Alyn Lind,336467,Paz de la Huerta,Olly Alexander,0,13000000,7.3
Amy Heckerling,Justin Kirk,2964,Taylor Negron,Ivan Sergei,2,16000000,5.1
Lasse Hallström,Sarah Roemer,,Cary-Hiroyuki Tagawa,Joan Allen,0,16000000,8.1
Jérôme Salle,Tanya van Graan,,Orlando Bloom,Conrad Kemp,0,16000000,6.7
Tommy Lee Jones,Tim Blake Nelson,2428883,Barry Corbin,Miranda Otto,1,16000000,6.6
Jesse Vaughan,Jenifer Lewis,13571817,Vivica A. Fox,Kevin Pollak,3,15600000,4.5
,Trond Fausa,,Steven Van Zandt,Tommy Karlsen,0,34000000,8.1
Atom Egoyan,Marie-Josée Croze,1554566,David Alpay,Charles Aznavour,1,,6.6
William Bindley,Jake Lloyd,508867,Bruce Dern,William Shockley,0,,6.5
Wayne Beach,LL Cool J,1181197,Mekhi Phifer,Fisher Stevens,0,15500000,5.9
Gérard Krawczyk,Ryôko Hirosue,81525,Carole Bouquet,Michel Muller,1,15300000,6.6
James Gunn,Gregg Henry,7774730,Dustin Milligan,Tania Saulnier,0,15500000,6.5
Martin Brest,Ronny Cox,234760500,Judge Reinhold,James Russo,1,14000000,7.3
Chris Columbus,Devin Ratray,285761243,Macaulay Culkin,Catherine O'Hara,5,18000000,7.5
Leonard Nimoy,Ted Danson,167780960,Tom Selleck,Steve Guttenberg,4,11000000,5.9
Sydney Pollack,Sydney Pollack,177200000,Bill Murray,Teri Garr,1,22000000,7.4
Tony Scott,Tom Skerritt,176781728,Tom Cruise,Adrian Pasdar,2,15000000,6.9
Ang Lee,Pei-Pei Cheng,128067808,Chen Chang,Sihung Lung,3,15000000,7.9
Sam Mendes,Peter Gallagher,130058047,Kevin Spacey,Ara Celi,0,15000000,8.4
Tom Hooper,Jennifer Ehle,138795342,Colin Firth,Derek Jacobi,0,15000000,8
Ivan Reitman,Tony Jay,111936400,Kelly Preston,Hugh O'Brian,1,15000000,6
,Bobby Campo,,Bex Taylor-Klaus,Jason Wiles,0,,7.3
Udayan Prasad,Eddie Redmayne,317040,Kristen Stewart,William Hurt,1,15500000,6.8
Steven Spielberg,Rae Dawn Chong,94175854,Oprah Winfrey,Dana Ivey,0,15000000,7.8
JK Youn,Ji-won Ha,,Nicole Dionne,Kyung-gu Sol,2,,5.7
Timur Bekmambetov,Ayelet Zurer,,Morgan Freeman,Moises Arias,2,100000000,6.1
Morten Tyldum,Rory Kinnear,91121452,Benedict Cumberbatch,Allen Leech,1,14000000,8.1
Howard Zieff,Albert Brooks,69800000,Eileen Brennan,Alan Oppenheimer,1,10000000,6.1
Michael Apted,Beverly D'Angelo,79900000,Sissy Spacek,Levon Helm,0,,7.5
Thor Freudenthal,Zachary Gordon,64001297,Chloë Grace Moretz,Rachael Harris,1,15000000,6.2
Andrés Muschietti,Megan Charpentier,71588220,Javier Botet,Isabelle Nélisse,1,20000000,6.2
John Carpenter,Donald Pleasence,47000000,Jamie Lee Curtis,P.J. Soles,0,300000,7.9
Harold Ramis,Randy Quaid,61400000,Beverly D'Angelo,Jane Krakowski,1,15000000,7.4
Jeff Tremaine,Georgina Cates,101978840,Jackson Nicoll,Grasie Mercedes,0,15000000,6.6
Stephen Frears,Sylvia Syms,56437947,Roger Allam,Alex Jennings,0,9800000,7.3
Tim Burton,Jeffrey Jones,73326666,Catherine O'Hara,Glenn Shadix,3,15000000,7.5
Tyler Perry,Tasha Smith,55184721,Michael Jai White,Lamman Rucker,8,15000000,5.6
Gillian Armstrong,Kirsten Dunst,50003300,Christian Bale,Eric Stoltz,4,15000000,7.3
James Watkins,Roger Allam,54322273,Daniel Radcliffe,Jessica Raine,0,17000000,6.4
Simon West,Tessa Thompson,47860214,Madeline Carroll,Brian Geraghty,0,15000000,5
Shawn Levy,Donald Faison,47811275,Frankie Muniz,Lee Majors,1,15000000,5.4
Michael Cimino,Meryl Streep,,Robert De Niro,John Savage,2,15000000,8.2
Barry Levinson,Kirsten Dunst,43022524,Robert De Niro,John Michael Higgins,0,15000000,7.1
Jim Fall,Adam Lamberg,42672630,Clayton Snyder,Alex Borstein,1,17000000,5.3
Ric Roman Waugh,Harold Perrineau,42919096,Dwayne Johnson,Nadine Velazquez,1,15000000,6.5
Michael Dougherty,Conchata Ferrell,42592530,Adam Scott,Allison Tolman,0,15000000,6.2
Robert Rodriguez,Salma Hayek,40064955,Jordana Brewster,Clea DuVall,1,15000000,6.4
Brian Gibson,Virginia Capers,39100956,Rae'Ven Kelly,Dororthy Thorton,0,,7.2
James Mangold,Sylvester Stallone,44886089,Robert De Niro,Janeane Garofalo,3,10000000,6.9
Joel Gallen,JoAnna Garcia Swisher,37882551,Chris Evans,Mia Kirshner,0,16000000,5.7
David Ayer,Anna Kendrick,40983001,Jake Gyllenhaal,America Ferrera,2,7000000,7.7
Cameron Crowe,Bradley Cooper,20991497,Emma Stone,Bill Murray,1,37000000,5.4
Rob Cohen,Leslie Bibb,35007180,Paul Walker,William Petersen,0,15000000,5.6
James Marsh,Emily Watson,35887263,Eddie Redmayne,Simon McBurney,0,15000000,7.7
John Whitesell,Regina Hall,34308901,Greg Grunberg,Blair Underwood,3,16000000,5.1
Matt Williams,James Frain,33771174,Natalie Portman,Stockard Channing,2,15000000,6.8
David Lean,José Ferrer,6000000,Claude Rains,Jack Hawkins,8,15000000,8.4
Rob Zombie,Tyler Mane,33386128,Scout Taylor-Compton,Margot Kidder,0,15000000,4.9
Jean-Marc Vallée,Kevin Rankin,37877959,Michiel Huisman,Gaby Hoffmann,1,15000000,7.1
Dennis Iliadis,Monica Potter,32721635,Tony Goldwyn,Martha MacIsaac,0,15000000,6.6
Clare Kilner,Debra Messing,31585300,Jack Davenport,Holland Taylor,0,15000000,6.1
Rick Rosenthal,Thomas Ian Nicholas,30259652,Jamie Lee Curtis,Bianca Kajlich,5,15000000,4.1
Louis Leterrier,Jason Flemyng,163192114,Liam Neeson,Alexa Davalos,0,125000000,5.8
Rob Reiner,Carol Kane,30857814,Robin Wright,André the Giant,0,16000000,8.1
Denzel Washington,Jurnee Smollett-Bell,30226144,Denzel Washington,John Heard,1,15000000,7.6
Nicolas Winding Refn,Albert Brooks,35054909,Ryan Gosling,Russ Tamblyn,0,15000000,7.8
Sara Sugarman,Carol Kane,29302097,Adam Garcia,Glenne Headly,8,15000000,4.6
Nicholas Hytner,Tim Daly,29106737,Liam Aiken,Kali Rocha,0,15000000,6
Juan Carlos Fresnadillo,Harold Perrineau,28637507,Jeremy Renner,Catherine McCormack,1,15000000,7
Thomas Carter,Matthew Daddario,30127963,Jessie T. Usher,Ser'Darius Blain,0,15000000,6.7
Wayne Wang,Luke Benward,32645546,Cicely Tyson,Eva Marie Saint,5,14000000,6.4
Gina Prince-Bythewood,Sanaa Lathan,27441122,Alfre Woodard,Omar Epps,0,15000000,7.2
George Armitage,Michael Cudlitz,28014536,Minnie Driver,Mitchell Ryan,1,15000000,7.4
Phil Traill,Katy Mixon,33860010,Bradley Cooper,Beth Grant,3,15000000,4.8
Joe Berlinger,Erica Leerhsen,26421314,Kim Director,Kurt Loder,0,15000000,4
Andrew Fleming,Rachel True,24881000,Christine Taylor,Brenda Strong,0,15000000,6.2
Woody Allen,Mark Gatiss,23089926,Scarlett Johansson,Penelope Wilton,3,15000000,7.7
Elizabeth Allen Rosenbaum,Hutch Dano,26161406,Sierra McCormick,Jason Spevack,2,15000000,6.7
James Ivory,Peter Vaughan,22954968,Anthony Hopkins,Ben Chaplin,1,11500000,7.9
Paul Thomas Anderson,Nicole Ari Parker,26384919,Don Cheadle,Nina Hartley,15,15000000,7.9
Robert Harmon,Rosanna Arquette,22189039,Kieran Culkin,Joss Ackland,0,15000000,5.5
Michael Mayer,Danny Pino,20998709,Alison Lohman,Tim McGraw,0,15000000,6.2
Martin Weisz,Daniella Alonso,20801344,Jeff Kober,Jacob Vargas,0,15000000,5.1
John Ottman,Joey Lawrence,21468807,Loretta Devine,Jacinda Barrett,2,14000000,4.1
Jay Russell,Sissy Spacek,19158074,William Hurt,Jonathan Jackson,2,15000000,6.7
John Bonito,Firass Dirani,18843314,Kelly Carlson,Drew Powell,1,20000000,4.7
Peter Atencio,Will Forte,20566327,Nia Long,Keegan-Michael Key,2,15000000,6.4
Shana Feste,Cinda McCain,20218921,Leighton Meester,Tim McGraw,4,15000000,6.3
David Nutter,Ethan Embry,17411331,Bruce Greenwood,Katharine Isabelle,3,15000000,5.5
Derek Cianfrance,Ben Mendelsohn,21383298,Ryan Gosling,Angelo Anthony Pizza,3,15000000,7.3
Roger Donaldson,Akie Kotabe,24984868,Luke Bracey,Will Patton,2,15000000,6.3
Stephan Elliott,Patrick Bergin,16459004,Jason Priestley,Geneviève Bujold,1,15000000,4.9
Kathryn Bigelow,Christian Camargo,15700000,Jeremy Renner,Brian Geraghty,0,15000000,7.6
Mark L. Lester,George C. Scott,15100000,Heather Locklear,David Keith,1,15000000,6
Andrew Dominik,Sam Shepard,14938570,Brad Pitt,Ben Mendelsohn,1,15000000,6.2
Anton Corbijn,Nina Hoss,17237244,Philip Seymour Hoffman,Homayoun Ershadi,3,15000000,6.8
Tom Green,Harland Williams,14249005,Rip Torn,Eddie Kaye Thomas,1,15000000,4.5
Mike Nawrocki,Cam Clarke,12701880,Yuri Lowenthal,Phil Vischer,0,15000000,5.7
Catherine Owens,The Edge,10353690,Bono,Larry Mullen Jr.,0,,8.4
Douglas Aarniokoski,Adrian Paul,12801190,Christopher Lambert,Adam Copeland,1,15000000,4.6
Bryan Barber,Faizon Love,12549485,Cicely Tyson,Bobb'e J. Thompson,4,15000000,6.2
Lone Scherfig,Jim Sturgess,13766014,Anne Hathaway,Rafe Spall,0,15000000,7
Drew Barrymore,Jimmy Fallon,13034417,Daniel Stern,Alia Shawkat,1,15000000,6.9
Brian Koppelman,Tom Noonan,11632420,Vin Diesel,Kevin Gage,1,,6.1
James Foley,Brian Van Holt,12212417,Louis Lombardi,Leland Orser,3,15000000,6.7
Albert Brooks,Bradley Whitford,11614236,Jeff Bridges,Albert Brooks,2,15000000,5.6
Irwin Winkler,Keith Allen,13337299,Kevin McNally,Sandra Nelson,7,20000000,6.6
Woody Allen,Larry David,10763469,Woody Allen,Mia Farrow,0,15000000,6.4
Steve Gomer,Kyla Pratt,11144518,Trevor Morgan,Shirley Douglas,0,15000000,2.8
RZA,RZA,15608545,Rick Yune,Daniel Wu,3,15000000,5.4
Dean Parisot,Jake Busey,10443316,Catherine O'Hara,Shelley Duvall,2,15000000,5
Mark Piznarski,Chris Klein,10494147,Bruce Greenwood,Elaine Hendrix,1,15000000,5.1
Terry Gilliam,Bob Hoskins,9929000,Robert De Niro,Jim Broadbent,0,15000000,8
Sean McNamara,Rebecca De Mornay,10411980,Oliver James,Jason Ritter,0,15000000,5.9
,Nicole de Boer,,David Ogden Stiers,Chris Bruno,1,,7.5
Joel Coen,Jeff Bridges,17439163,Philip Seymour Hoffman,Steve Buscemi,1,15000000,8.2
Craig Brewer,Michael Raymond-James,9396487,Justin Timberlake,S. Epatha Merkerson,0,15000000,7
Ron Shelton,Dash Mihok,9059588,Khandi Alexander,Michael Michele,1,15000000,6.6
Michael Winterbottom,Archie Panjabi,9172810,Angelina Jolie Pitt,Dan Futterman,0,16000000,6.7
David Raynr,Jodi Lyn O'Keefe,8735529,James Franco,Marla Sokoloff,4,15000000,5.5
Mort Nathan,Lin Shaye,8586376,Vivica A. Fox,Bob Gunton,4,20000000,4.9
Oliver Parker,Tom Wilkinson,8378141,Colin Firth,Rupert Everett,5,15000000,6.9
Dan Curtis,Campbell Scott,,Jennifer Jason Leigh,Estelle Parsons,1,,7.4
Wil Shriner,Neil Flynn,8080116,Logan Lerman,Tim Blake Nelson,0,15000000,5.6
Martin McDonagh,Anna Madeley,7757130,Elizabeth Berrington,Eric Godon,1,15000000,8
Tina Gordon Chism,S. Epatha Merkerson,9123834,Tyler James Williams,Diahann Carroll,6,15000000,5.3
Peter Cattaneo,Bradley Cooper,6409206,Emma Stone,Josh Gad,4,15000000,6.2
Vicky Jenson,Zach Gilford,6373693,J.K. Simmons,Bobby Coleman,1,15000000,5.3
